document,is_alpha,is_ascii,is_digit,is_lower,is_upper,is_title,is_punct,is_left_punct,is_right_punct,is_space,is_bracket,is_quote,is_currency,like_url,like_num,like_email,is_oov,is_stop
Koronarthrombose.txt,0.41489363,1.0531915,0.0,0.18085106,0.04255319,0.25531915,0.4680851,0.21276596,0.25531915,0.06382979,0.34042552,0.08510638,0.0,0.0,0.0,0.0,1.0638298,0.20212767
Olfaktorischer Neglect.txt,0.4742268,1.0515463,0.0,0.16494845,0.06185567,0.28865978,0.36082473,0.14432989,0.14432989,0.11340206,0.22680412,0.041237112,0.0,0.0,0.0,0.0,1.113402,0.12371134
