corpus,ari,avg_sent_len_chars,avg_sent_len_tokens,avg_token_len_chars,coleman_liau,flesch_kincaid_grade_level,flesch_reading_ease,forcast,gunning_fog,heylighen_formality,smog,wiener_sachtextformel_1,wiener_sachtextformel_2,wiener_sachtextformel_3,wiener_sachtextformel_4
gra,11.79705422842197,72.990990990991,12.531531531531533,5.132638389647735,16.044180645161287,10.272437954083117,71.4910714849535,15.72777777777778,16.042952630049406,78.38676318510858,22.992779730413307,1.3015504653724932,-0.590008083702898,1.3374143805957657,1.437912299050496
wiki,11.89279069767442,40.44,8.32,4.456730769230769,16.843100775193793,7.186741085271322,76.48985759655774,0.0,14.157023255813954,94.4055944055944,0.0,0.5825225465968589,-1.3115011308900524,0.5233045026178011,0.8066829290286911
