corpus,AvgClosenessCentralization,AvgDepDist,AvgFan,AvgMaxDepth,AvgOutdegreeCentralization,MaxDepDist,MaxFan
gra,0.3668683232500473,2.097356789397455,2.0270485282418456,4.158119658119658,0.4231956453290922,6.176470588235293,13.0
gra,0.3691825692346115,2.2632043931053323,2.007843137254902,4.396396396396397,0.4511791836417161,7.973333333333335,14.0
wiki,0.4586120382674185,1.436776398532453,2.130952380952381,3.206896551724138,0.6491362152304982,3.533333333333333,9.0
wiki,0.4247142480178886,1.5879605325933923,2.316455696202532,3.24,0.521031248425296,4.533333333333333,8.0
