,max (document wise),mean (document wise),min (document wise)
ORG,0.01675485,0.011136046,0.0055172415
PER,0.022045854,0.018609134,0.015172414
MISC,0.031746034,0.024838533,0.017931035
LOC,0.014109347,0.01326157,0.012413793
